50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 13, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, 40, United-States, <=50K
19, Private, 10th, Never-married, Machine-op-inspct, White, Female, 40, United-States, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Amer-Indian-Eskimo, Male, 50, United-States, <=50K
46, Private, 7th-8th, Married-spouse-absent, Priv-house-serv, White, Female, 24, Guatemala, <=50K
21, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, 40, Mexico, >50K
29, Private, Some-college, Never-married, Adm-clerical, White, Female, 40, Japan, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, 70, United-States, <=50K
28, Private, HS-grad, Separated, Farming-fishing, White, Male, 55, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, White, Female, 40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Other-service, White, Male, 40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 55, United-States, <=50K
57, Federal-gov, Some-college, Divorced, Other-service, White, Male, 40, United-States, <=50K
60, Private, 7th-8th, Married-civ-spouse, Transport-moving, White, Male, 40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, 42, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 60, United-States, <=50K
44, Federal-gov, HS-grad, Never-married, Craft-repair, Black, Female, 40, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Other-service, White, Female, 25, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Female, 35, Philippines, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, White, Male, 40, United-States, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, >50K
46, Federal-gov, Some-college, Divorced, Machine-op-inspct, White, Male, 40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Black, Male, 35, United-States, <=50K
32, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Amer-Indian-Eskimo, Male, 40, Mexico, <=50K
32, Private, Assoc-voc, Divorced, Other-service, White, Female, 40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, White, Female, 40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, White, Male, 40, United-States, >50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 80, United-States, >50K
36, Private, Assoc-acdm, Divorced, Other-service, White, Female, 37, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Sales, White, Male, 40, United-States, >50K
35, Federal-gov, Bachelors, Widowed, Adm-clerical, White, Male, 40, United-States, >50K
56, Private, HS-grad, Divorced, Adm-clerical, White, Male, 41, United-States, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, White, Female, 40, United-States, <=50K
61, State-gov, 12th, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, White, Male, 43, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Black, Female, 40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, 30, United-States, <=50K
33, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, White, Male, 62, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, >50K
38, Private, Some-college, Never-married, Farming-fishing, White, Male, 60, United-States, <=50K
51, Private, 11th, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Sales, White, Male, 42, United-States, <=50K
49, Local-gov, Masters, Widowed, Prof-specialty, White, Female, 16, United-States, <=50K
26, Private, HS-grad, Separated, Machine-op-inspct, Black, Female, 40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, >50K
37, Private, Bachelors, Never-married, Machine-op-inspct, Black, Male, 32, United-States, <=50K
38, Private, Some-college, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Other-service, White, Male, 40, Mexico, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, White, Male, 40, Ireland, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 36, United-States, >50K
37, Private, 11th, Divorced, Craft-repair, White, Male, 40, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, 55, United-States, >50K
17, Private, 10th, Never-married, Sales, Black, Female, 24, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, White, Female, 40, United-States, >50K
57, Private, HS-grad, Divorced, Other-service, White, Male, 38, United-States, <=50K
33, Private, 10th, Never-married, Other-service, Black, Male, 20, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, White, Male, 65, United-States, <=50K
45, Private, Bachelors, Widowed, Other-service, Asian-Pac-Islander, Female, 40, Philippines, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, White, Male, 48, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, White, Male, 25, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, White, Female, 20, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Female, 40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male, 40, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, White, Male, 50, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Black, Male, 40, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, White, Female, 38, United-States, <=50K
37, Private, Bachelors, Never-married, Craft-repair, White, Male, 90, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Sales, White, Male, 50, United-States, <=50K
27, Local-gov, HS-grad, Divorced, Protective-serv, White, Male, 40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, White, Male, 65, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, 40, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Sales, White, Male, 40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 55, United-States, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, White, Male, 40, United-States, <=50K
40, Local-gov, HS-grad, Divorced, Craft-repair, White, Female, 40, Puerto-Rico, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Black, Male, 50, United-States, >50K
65, Private, HS-grad, Divorced, Exec-managerial, White, Female, 50, United-States, <=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, White, Female, 40, United-States, >50K
38, Private, HS-grad, Separated, Craft-repair, White, Female, 35, United-States, <=50K
18, Private, 11th, Never-married, Sales, White, Female, 49, United-States, <=50K
24, Private, Assoc-voc, Never-married, Machine-op-inspct, White, Male, 40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, White, Male, 44, United-States, <=50K
67, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, White, Male, 40, United-States, >50K
34, Federal-gov, Masters, Married-civ-spouse, Adm-clerical, White, Male, 50, United-States, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, 50, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, White, Male, 52, United-States, <=50K
19, Private, 10th, Never-married, Farming-fishing, White, Male, 25, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 50, United-States, >50K
26, Private, Masters, Never-married, Prof-specialty, White, Female, 40, United-States, <=50K
38, Private, HS-grad, Separated, Other-service, White, Male, 35, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male, 65, United-States, <=50K
18, Private, 11th, Never-married, Other-service, White, Female, 28, United-States, <=50K
51, Private, Some-college, Divorced, Adm-clerical, White, Female, 63, United-States, <=50K
36, Private, HS-grad, Separated, Other-service, Black, Female, 28, United-States, <=50K
37, Local-gov, Assoc-voc, Never-married, Protective-serv, White, Male, 40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, >50K
39, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, 40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, White, Male, 40, United-States, <=50K
46, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, 45, United-States, >50K
33, Private, HS-grad, Separated, Sales, White, Female, 35, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Black, Female, 40, United-States, <=50K
23, State-gov, Some-college, Never-married, Prof-specialty, White, Male, 40, United-States, <=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
17, Private, 11th, Never-married, Sales, White, Female, 20, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, White, Female, 3, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
90, Private, 10th, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, <=50K
28, Private, HS-grad, Divorced, Sales, White, Female, 40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, White, Male, 42, United-States, >50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male, 50, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male, 40, Germany, >50K
49, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
27, Private, Bachelors, Never-married, Tech-support, White, Male, 50, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, White, Female, 40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other, Female, 40, Columbia, <=50K
53, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, White, Male, 50, United-States, >50K
19, Private, Some-college, Never-married, Sales, White, Male, 40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, White, Male, 40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, White, Female, 25, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Other-service, White, Female, 40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Sales, Black, Male, 40, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Craft-repair, White, Female, 25, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, White, Male, 40, United-States, <=50K
52, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 50, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male, 50, United-States, <=50K
50, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, 40, United-States, <=50K
62, Private, HS-grad, Widowed, Craft-repair, White, Male, 40, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, White, Male, 50, United-States, <=50K
64, State-gov, HS-grad, Widowed, Adm-clerical, White, Female, 24, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
44, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 80, United-States, >50K
28, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, White, Female, 40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, White, Female, 52, United-States, <=50K
39, Private, HS-grad, Never-married, Machine-op-inspct, White, Female, 10, United-States, <=50K
50, Private, 10th, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, >50K
39, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, White, Female, 40, United-States, >50K
51, Self-emp-inc, Assoc-acdm, Never-married, Sales, White, Female, 25, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, White, Female, 32, United-States, <=50K
57, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 30, United-States, >50K
40, Local-gov, Prof-school, Separated, Prof-specialty, Black, Female, 40, United-States, <=50K
27, Private, Some-college, Divorced, Sales, White, Female, 40, Peru, <=50K
32, Private, Some-college, Never-married, Sales, White, Male, 60, United-States, <=50K
49, State-gov, HS-grad, Divorced, Exec-managerial, White, Female, 44, United-States, <=50K
34, Self-emp-not-inc, 10th, Never-married, Other-service, White, Female, 40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, White, Male, 40, United-States, <=50K
54, Private, 7th-8th, Divorced, Machine-op-inspct, White, Male, 40, Guatemala, <=50K
52, Private, 12th, Married-civ-spouse, Craft-repair, White, Male, 45, United-States, <=50K
43, Private, 11th, Married-civ-spouse, Handlers-cleaners, White, Female, 25, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male, 46, United-States, <=50K
56, Private, HS-grad, Divorced, Transport-moving, White, Male, 30, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, White, Male, 40, United-States, <=50K
54, Private, HS-grad, Widowed, Other-service, White, Female, 40, United-States, <=50K
